@Epot = -3170.182 Ekin = 1.003 (T=2586K) Etot = -3169.179 kcal/mol Step = 0   #VENUS EVIBS: 0.4927853403159512 0.054903291948541065 0.0
@Epot = -3170.363 Ekin = 1.179 (T=3040K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.4069417602343369 0.1407468720301554 0.0
@Epot = -3175.487 Ekin = 6.303 (T=16254K) Etot = -3169.184 kcal/mol Step = 0   #VENUS EVIBS: 0.5069697387018354 0.04071889356265704 0.0
@Epot = -3180.534 Ekin = 11.355 (T=29282K) Etot = -3169.180 kcal/mol Step = 0   #VENUS EVIBS: 0.23955198276765707 0.30813664949683534 0.0
@Epot = -3181.815 Ekin = 12.630 (T=32570K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.1455125870488306 0.40217604521566175 0.0
@Epot = -3181.815 Ekin = 12.630 (T=32570K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.013464554261134187 0.5342240780033581 0.0
@Epot = -3179.761 Ekin = 10.576 (T=27274K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.2373274042375566 0.3103612280269357 0.0
@Epot = -3173.311 Ekin = 4.127 (T=10643K) Etot = -3169.184 kcal/mol Step = 0   #VENUS EVIBS: 0.43067493429913156 0.11701369796536074 0.0
@Epot = -3180.111 Ekin = 10.927 (T=28178K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.08276472870467222 0.4649239035598201 0.0
@Epot = -3175.031 Ekin = 5.848 (T=15082K) Etot = -3169.183 kcal/mol Step = 0   #VENUS EVIBS: 0.03590981444008124 0.5117788178244111 0.0
@Epot = -3180.154 Ekin = 10.970 (T=28289K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.07078756320732837 0.47690106905716406 0.0
@Epot = -3176.438 Ekin = 7.254 (T=18708K) Etot = -3169.183 kcal/mol Step = 0   #VENUS EVIBS: 0.28553527854384614 0.26215335372064624 0.0
@Epot = -3181.815 Ekin = 12.630 (T=32570K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.08678891754664726 0.4608997147178451 0.0
